ticker,company,indus
20MICRONS.NS,Microns Limited,Basic Materials
AARTIIND.NS,Aarti Industries Limited,Basic Materials
ABMINTLTD.NS,ABM International Limited,Basic Materials
ACC.NS,ACC Limited,Basic Materials
ADHUNIKIND.NS,Adhunik Industries Limited,Basic Materials
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,Basic Materials
AGARIND.NS,Agarwal Industrial Corporation Limited,Basic Materials
AKSHARCHEM.NS,AksharChem,Basic Materials
AKZOINDIA.NS,Akzo Nobel India Limited,Basic Materials
ALKALI.NS,Alkali Metals Limited,Basic Materials
AMBUJACEM.NS,Ambuja Cements Limited,Basic Materials
ANDHRACEMT.NS,Andhra Cements Limited,Basic Materials
ANDHRAPAP.NS,Andhra Paper Limited,Basic Materials
ANDHRSUGAR.NS,The Andhra Sugars Limited,Basic Materials
ANKITMETAL.NS,Ankit Metal & Power Limited,Basic Materials
APCL.NS,Anjani Portland Cement Limited,Basic Materials
APCOTEXIND.NS,Apcotex Industries Limited,Basic Materials
APLAPOLLO.NS,APL Apollo Tubes Limited,Basic Materials
ARCHIDPLY.NS,Archidply Industries Limited,Basic Materials
ARENTERP.NS,Rajdarshan Industries Limited,Basic Materials
ASAHISONG.NS,Asahi Songwon Colors Limited,Basic Materials
ASHAPURMIN.NS,Ashapura Minechem Limited,Basic Materials
ASTEC.NS,Astec LifeSciences Limited,Basic Materials
ASTRON.NS,Astron Paper & Board Mill Limited,Basic Materials
ATUL.NS,Atul Ltd,Basic Materials
AVTNPL.NS,AVT Natural Products Limited,Basic Materials
BALAMINES.NS,Balaji Amines Limited,Basic Materials
BALLARPUR.NS,Ballarpur Industries Limited,Basic Materials
BASF.NS,BASF India Limited,Basic Materials
BAYERCROP.NS,Bayer CropScience Limited,Basic Materials
BEDMUTHA.NS,Bedmutha Industries Limited,Basic Materials
BEPL.NS,Bhansali Engineering Polymers Limited,Basic Materials
BERGEPAINT.NS,Berger Paints India Limited,Basic Materials
BHAGYANGR.NS,Bhagyanagar India Limited,Basic Materials
BHARATWIRE.NS,Bharat Wire Ropes Limited,Basic Materials
BIRLACORPN.NS,Birla Corporation Limited,Basic Materials
BODALCHEM.NS,Bodal Chemicals Limited,Basic Materials
BSHSL.NS,Bombay Super Hybrid Seeds Limited,Basic Materials
BURNPUR.NS,Burnpur Cement Limited,Basic Materials
BVCL.NS,Barak Valley Cements Limited,Basic Materials
CAMLINFINE.NS,Camlin Fine Sciences Limited,Basic Materials
CASTROLIND.NS,Castrol India Limited,Basic Materials
CENTURYTEX.NS,Century Textiles and Industries Limited,Basic Materials
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,Basic Materials
CHEMBOND.NS,Chembond Chemicals Limited,Basic Materials
CHEMCON.NS,Chemcon Speciality Chemicals Limited,Basic Materials
CHROMATIC.NS,Chromatic India Limited,Basic Materials
CLNINDIA.NS,Clariant Chemicals (India,Basic Materials
COROMANDEL.NS,Coromandel International Limited,Basic Materials
CUBEXTUB.NS,Cubex Tubings Limited,Basic Materials
DCW.NS,DCW Limited,Basic Materials
DECCANCE.NS,Deccan Cements Limited,Basic Materials
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials
DEEPAKNTR.NS,Deepak Nitrite Limited,Basic Materials
DHANUKA.NS,Dhanuka Agritech Limited,Basic Materials
DICIND.NS,DIC India Limited,Basic Materials
DYNPRO.NS,Dynemic Products Limited,Basic Materials
ELECTCAST.NS,Castings Limited,Basic Materials
ESTER.NS,Ester Industries Limited,Basic Materials
EXCELINDUS.NS,Excel Industries Limited,Basic Materials
FACT.NS,The Fertilisers And Chemicals Travancore Limited,Basic Materials
FAIRCHEMOR.NS,Fairchem Organics Limited,Basic Materials
FCL.NS,Fineotex Chemical Limited,Basic Materials
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Basic Materials
FOSECOIND.NS,Foseco India Limited,Basic Materials
GAL.NS,Gyscoal Alloys Limited,Basic Materials
GALAXYSURF.NS,Galaxy Surfactants Limited,Basic Materials
GALLANTT.NS,Gallantt Metal Limited,Basic Materials
GENUSPAPER.NS,Genus Paper & Boards Limited,Basic Materials
GFSTEELS.NS,Grand Foundry Limited,Basic Materials
GHCL.NS,GHCL Limited,Basic Materials
GNFC.NS,Gujarat Narmada Valley Fertilizers & Chemicals Limited,Basic Materials
GOACARBON.NS,Goa Carbon Limited,Basic Materials
GOCLCORP.NS,GOCL Corporation Limited,Basic Materials
GPIL.NS,Godawari Power & Ispat Limited,Basic Materials
GRASIM.NS,Grasim Industries Limited,Basic Materials
GREENPLY.NS,Greenply Industries Limited,Basic Materials
GSCLCEMENT.NS,Gujarat Sidhee Cement Limited,Basic Materials
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,Basic Materials
GUJALKALI.NS,Gujarat Alkalies and Chemicals Limited,Basic Materials
GULFOILLUB.NS,Gulf Oil Lubricants India Limited,Basic Materials
GULPOLY.NS,Gulshan Polyols Limited,Basic Materials
HEIDELBERG.NS,HeidelbergCement India Limited,Basic Materials
HINDALCO.NS,Hindalco Industries Limited,Basic Materials
HINDCOPPER.NS,Hindustan Copper Limited,Basic Materials
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials
HISARMETAL.NS,Hisar Metal Industries Limited,Basic Materials
HSCL.NS,Himadri Speciality Chemical Limited,Basic Materials
IFGLEXPOR.NS,IFGL Refractories Limited,Basic Materials
IGPL.NS,G Petrochemicals Limited,Basic Materials
IMFA.NS,Indian Metals and Ferro Alloys Limited,Basic Materials
INDIACEM.NS,The India Cements Limited,Basic Materials
INEOSSTYRO.NS,INEOS Styrolution India Limited,Basic Materials
INSECTICID.NS,Insecticides (India) Limited,Basic Materials
ISMTLTD.NS,ISMT Limited,Basic Materials
IVP.NS,IVP Limited,Basic Materials
JAIBALAJI.NS,Jai Balaji Industries Limited,Basic Materials
JAICORPLTD.NS,Jai Corp Limited,Basic Materials
JAYAGROGN.NS,Jayant Agro-Organics Limited,Basic Materials
JAYNECOIND.NS,Jayaswal Neco Industries Limited,Basic Materials
JINDALPOLY.NS,Jindal Poly Films Limited,Basic Materials
JINDALSTEL.NS,Jindal Steel & Power Limited,Basic Materials
JKLAKSHMI.NS,JK Lakshmi Cement Limited,Basic Materials
JKPAPER.NS,JK Paper Limited,Basic Materials
JOCIL.NS,Jocil Limited,Basic Materials
JSL.NS,Jindal Stainless Limited,Basic Materials
JSWISPL.NS,JSW Ispat Special Products Limited,Basic Materials
JSWSTEEL.NS,JSW Steel Limited,Basic Materials
JUBLINDS.NS,Jubilant Industries Limited,Basic Materials
KAKATCEM.NS,Kakatiya Cement Sugar and Industries Limited,Basic Materials
KAMDHENU.NS,Kamdhenu Limited,Basic Materials
KANORICHEM.NS,Kanoria Chemicals & Industries Limited,Basic Materials
KANSAINER.NS,Kansai Nerolac Paints Limited,Basic Materials
KCP.NS,KCP Limited,Basic Materials
KESORAMIND.NS,Kesoram Industries Limited,Basic Materials
KINGFA.NS,Kingfa Science & Technology,Basic Materials
KIOCL.NS,KIOCL Limited,Basic Materials
KIRIINDUS.NS,Kiri Industries Limited,Basic Materials
KOTHARIPET.NS,Kothari Petrochemicals Limited,Basic Materials
KRIDHANINF.NS,Kridhan Infra Limited,Basic Materials
KRISHANA.NS,Krishana Phoschem Limited,Basic Materials
KSL.NS,Kalyani Steels Limited,Basic Materials
KUANTUM.NS,Kuantum Papers Limited,Basic Materials
LINDEINDIA.NS,Linde India Limited,Basic Materials
MAANALU.NS,Maan Aluminium Limited,Basic Materials
MADRASFERT.NS,Madras Fertilizers Limited,Basic Materials
MAGNUM.NS,Magnum Ventures Limited,Basic Materials
MAHASTEEL.NS,Mahamaya Steel Industries Limited,Basic Materials
MAHSEAMLES.NS,Maharashtra Seamless Limited,Basic Materials
MAITHANALL.NS,Maithan Alloys Limited,Basic Materials
MALUPAPER.NS,Malu Paper Mills Limited,Basic Materials
MANAKALUCO.NS,Manaksia Aluminium Company Limited,Basic Materials
MANAKSTEEL.NS,Manaksia Steels Limited,Basic Materials
MANALIPETC.NS,Manali Petrochemicals Limited,Basic Materials
MANGCHEFER.NS,Mangalore Chemicals and Fertilizers Limited,Basic Materials
MANGLMCEM.NS,Mangalam Cement Limited,Basic Materials
MANGTIMBER.NS,Mangalam Timber Products Limited,Basic Materials
MANINDS.NS,Man Industries (India) Limited,Basic Materials
MBAPL.NS,Madhya Bharat Agro Products Limited,Basic Materials
MCL.NS,Madhav Copper Limited,Basic Materials
MEGH.NS,Meghmani Organics Limited,Basic Materials
MMP.NS,MMP Industries Limited,Basic Materials
MOIL.NS,MOIL Limited,Basic Materials
MSPL.NS,MSP Steel & Power Limited,Basic Materials
MUKANDLTD.NS,Mukand Limited,Basic Materials
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials
NATHBIOGEN.NS,Limited,Basic Materials
NATIONALUM.NS,National Aluminium Company Limited,Basic Materials
NATNLSTEEL.NS,National Steel and Agro Industries Limited,Basic Materials
NAVINFLUOR.NS,Navin Fluorine International Limited,Basic Materials
NCLIND.NS,NCL Industries Limited,Basic Materials
NEOGEN.NS,Neogen Chemicals Limited,Basic Materials
NFL.NS,National Fertilizers Limited,Basic Materials
NMDC.NS,NMDC Limited,Basic Materials
NOCIL.NS,NOCIL,Basic Materials
NRAIL.NS,N R Agarwal Industries Limited,Basic Materials
NTL.NS,Neueon Towers Limited,Basic Materials
OAL.NS,Oriental Aromatics Limited,Basic Materials
OCCL.NS,Oriental Carbon & Chemicals Limited,Basic Materials
ORIENTABRA.NS,Orient Abrasives Limited,Basic Materials
ORIENTCEM.NS,Orient Cement Limited,Basic Materials
ORIENTPPR.NS,Orient Paper & Industries Limited,Basic Materials
ORISSAMINE.NS,The Orissa Minerals Development Company Limited,Basic Materials
PDMJEPAPER.NS,Pudumjee Paper Products Limited,Basic Materials
PHILIPCARB.NS,Phillips Carbon Black Limited,Basic Materials
PIDILITIND.NS,Pidilite Industries Limited,Basic Materials
PIIND.NS,PI Industries Limited,Basic Materials
PLASTIBLEN.NS,Plastiblends India Limited,Basic Materials
PODDARMENT.NS,Poddar Pigments Limited,Basic Materials
POLYPLEX.NS,Polyplex Corporation Limited,Basic Materials
PRAKASH.NS,Prakash Industries Limited,Basic Materials
PREMIERPOL.NS,Premier Polyfilm Ltd,Basic Materials
PRINCEPIPE.NS,Prince Pipes and Fittings Limited,Basic Materials
PRIVISCL.NS,Privi Speciality Chemicals Limited,Basic Materials
PRSMJOHNSN.NS,"Prism Johnson Limited, an integrated building materials company, ",Basic Materials
PUNJABCHEM.NS,Punjab Chemicals and Crop Protection Limited,Basic Materials
RAIN.NS,Rain Industries Limited,Basic Materials
RALLIS.NS,Rallis India Limited,Basic Materials
RAMASTEEL.NS,Rama Steel Tubes Limited,Basic Materials
RAMCOCEM.NS,Ramco Cements Limited,Basic Materials
RAMSARUP.NS,Ramsarup Industries Limited,Basic Materials
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Basic Materials
RCF.NS,Rashtriya Chemicals and Fertilizers Limited,Basic Materials
RESPONIND.NS,Responsive Industries Limited,Basic Materials
ROHITFERRO.NS,Rohit Ferro-Tech Limited,Basic Materials
ROSSARI.NS,Rossari Biotech Limited,Basic Materials
SAGARDEEP.NS,Sagardeep Alloys Limited,Basic Materials
SAGCEM.NS,Sagar Cements Limited,Basic Materials
SAIL.NS,Steel Authority of India Limited,Basic Materials
SALASAR.NS,Salasar Techno Engineering Limited,Basic Materials
SANGHIIND.NS,Sanghi Industries Limited,Basic Materials
SANGINITA.NS,Sanginita Chemicals Limited,Basic Materials
SARDAEN.NS,Sarda Energy & Minerals Limited,Basic Materials
SATIA.NS,Satia Industries Limited,Basic Materials
SESHAPAPER.NS,Seshasayee Paper and Boards Limited,Basic Materials
SEYAIND.NS,Seya Industries Limited,Basic Materials
SHAHALLOYS.NS,Shah Alloys Limited,Basic Materials
SHALPAINTS.NS,Shalimar Paints Limited,Basic Materials
SHARDACROP.NS,Sharda Cropchem Limited,Basic Materials
SHREDIGCEM.NS,Shree Digvijay Cement Company Ltd,Basic Materials
SHREECEM.NS,Shree Cement Limited,Basic Materials
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,Basic Materials
SHRENIK.NS,Shrenik Limited,Basic Materials
SHREYANIND.NS,Shreyans Industries Limited,Basic Materials
SHYAMCENT.NS,Shyam Century Ferrous Limited,Basic Materials
SICAGEN.NS,Sicagen India Limited,Basic Materials
SIGIND.NS,Signet Industries Limited,Basic Materials
SIRCA.NS,Sirca Paints India Limited,Basic Materials
SOLARINDS.NS,Solar Industries India Limited,Basic Materials
SOTL.NS,Savita Oil Technologies Limited,Basic Materials
SPIC.NS,Southern Petrochemical Industries Corporation Limited,Basic Materials
SRF.NS,SRF Limited,Basic Materials
STARCEMENT.NS,Star Cement Limited,Basic Materials
STARPAPER.NS,Star Paper Mills Limited,Basic Materials
STEELXIND.NS,Steel Exchange India Limited,Basic Materials
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,Basic Materials
SUJANAUNI.NS,Sujana Universal Industries Limited,Basic Materials
SUMICHEM.NS,Sumitomo Chemical India Limited,Basic Materials
SUNDARAM.NS,Sundaram Multi Pap Limited,Basic Materials
SUNFLAG.NS,Sunflag Iron and Steel Company Limited,Basic Materials
SUPPETRO.NS,Supreme Petrochem Limited,Basic Materials
SUPREMEENG.NS,Supreme Engineering Limited,Basic Materials
SURYAROSNI.NS,Surya Roshni Limited,Basic Materials
TAINWALCHM.NS,Tainwala Chemicals and Plastics (India,Basic Materials
TATACHEM.NS,Tata Chemicals Limited,Basic Materials
TATAMETALI.NS,Tata Metaliks Limited,Basic Materials
TATASTEEL.NS,Tata Steel Limited,Basic Materials
TATASTLBSL.NS,Tata Steel BSL Limited,Basic Materials
TATASTLLP.NS,Tata Steel Long Products Limited,Basic Materials
TIDEWATER.NS,Tide Water Oil Co,Basic Materials
TINPLATE.NS,The Tinplate Company of India Limited,Basic Materials
TIRUMALCHM.NS,Thirumalai Chemicals Limited,Basic Materials
TNPETRO.NS,Tamilnadu Petroproducts Limited,Basic Materials
TNPL.NS,Tamil Nadu Newsprint,Basic Materials
ULTRACEMCO.NS,UltraTech Cement Limited,Basic Materials
UNIENTER.NS,Uniphos Enterprises Limited,Basic Materials
UPL.NS,UPL Limited,Basic Materials
UTTAMSTL.NS,Uttam Galva Steels Limited,Basic Materials
VALIANTORG.NS,Valiant Organics Limited,Basic Materials
VASWANI.NS,Vaswani Industries Limited,Basic Materials
VEDL.NS,Vedanta Limited,Basic Materials
VIDHIING.NS,Vidhi Specialty Food Ingredients Limited,Basic Materials
VIKASECO.NS,Vikas EcoTech Limited,Basic Materials
VIKASMCORP.NS,Vikas Multicorp Limited,Basic Materials
VIKASPROP.NS,Vikas Proppant & Granite Limited,Basic Materials
VIKASWSP.NS,Vikas WSP Limited,Basic Materials
VINATIORGA.NS,Vinati Organics Limited,Basic Materials
VINYLINDIA.NS,Vinyl Chemicals (India,Basic Materials
VISASTEEL.NS,VISA Steel Limited,Basic Materials
VISHNU.NS,Vishnu Chemicals Limited,Basic Materials
VSSL.NS,Vardhman Special Steels Limited,Basic Materials
WELCORP.NS,Welspun Corp Limited,Basic Materials
WIPL.NS,The Western India Plywoods Limited,Basic Materials
XPROINDIA.NS,Xpro India Limited,Basic Materials
ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited,Basic Materials
ZUARI.NS,Zuari Agro Chemicals Limited,Basic Materials
3IINFOTECH.NS,Infotech Limited,Technology
8KMILES.NS,SecureKloud Technologies Limited,Technology
ACCELYA.NS,Accelya Solutions India Limited,Technology
ADROITINFO.NS,Infotech Limited,Technology
ADSL.NS,Allied Digital Services Limited,Technology
AGCNET.NS,AGC Networks Limited,Technology
AIRAN.NS,"Airan Limited, together with its subsidiaries, ",Technology
AKSHOPTFBR.NS,Aksh Optifibre Limited,Technology
ALANKIT.NS,Alankit Limited,Technology
AMBER.NS,Amber Enterprises India Limited,Technology
ASTRAMICRO.NS,Astra Microwave Products Limited,Technology
AURIONPRO.NS,Aurionpro Solutions Limited,Technology
BARTRONICS.NS,Bartronics India Limited,Technology
BCG.NS,Brightcom Group Limited,Technology
BIRLACABLE.NS,Birla Cable Limited,Technology
BSOFT.NS,Birlasoft Limited,Technology
CALSOFT.NS,California Software Company Limited,Technology
CEREBRAINT.NS,Cerebra Integrated Technologies Limited,Technology
CESCVENT.NS,CESC Ventures Limited,Technology
CIGNITITEC.NS,Cigniti Technologies Limited,Technology
COFORGE.NS,COFORGE Limited,Technology
COMPINFO.NS,Compuage Infocom Limited,Technology
CREATIVE.NS,Creative Peripherals and Distribution Limited,Technology
CTE.NS,Cambridge Technology Enterprises Limited,Technology
CYBERTECH.NS,CyberTech Systems and Software Limited,Technology
DATAMATICS.NS,Datamatics Global Services Limited,Technology
DIGISPICE.NS,DiGiSPICE Technologies Limited,Technology
DIXON.NS,Dixon Technologies,Technology
DSSL.NS,Dynacons Systems & Solutions Limited,Technology
ECLERX.NS,eClerx Services Limited,Technology
EUROMULTI.NS,Euro Multivision Limited,Technology
EXPLEOSOL.NS,"Expleo Solutions Limited, together with its subsidiaries, primarily ",Technology
FCSSOFT.NS,FCS Software Solutions Limited,Technology
FSL.NS,Firstsource Solutions Limited,Technology
GENESYS.NS,Genesys International Corporation Limited,Technology
GOLDTECH.NS,Goldstone Technologies Limited,Technology
GSS.NS,GSS Infotech Limited,Technology
GTLINFRA.NS,GTL Infrastructure Limited,Technology
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,Technology
HCL-INSYS.NS,HCL Infosystems Limited,Technology
HCLTECH.NS,HCL Technologies Limited,Technology
HFCL.NS,HFCL Limited,Technology
HOVS.NS,HOV Services Limited,Technology
IFBIND.NS,IFB Industries Limited,Technology
INDOSOLAR.NS,Indosolar Limited,Technology
INFIBEAM.NS,Infibeam Avenues Limited,Technology
INFOBEAN.NS,InfoBeans Technologies Limited,Technology
INFY.NS,Infosys Limited,Technology
INSPIRISYS.NS,Inspirisys Solutions Limited,Technology
INTELLECT.NS,Intellect Design Arena Limited,Technology
INTENTECH.NS,Intense Technologies Limited,Technology
ITI.NS,ITI Limited,Technology
IZMO.NS,IZMO Limited,Technology
JUMPNET.NS,Jump Networks Limited,Technology
KELLTONTEC.NS,Kellton Tech Solutions Limited,Technology
KERNEX.NS,Kernex Microsystems,Technology
KPITTECH.NS,KPIT Technologies Limited,Technology
LTI.NS,Larsen & Toubro Infotech Limited,Technology
LTTS.NS,L&T Technology Services Limited,Technology
MAJESCO.NS,Majesco Limited,Technology
MASTEK.NS,"Mastek Limited, together with its subsidiaries, ",Technology
MEGASOFT.NS,Megasoft Limited,Technology
MELSTAR.NS,Melstar Information Technologies Limited,Technology
MINDTECK.NS,Mindteck (India) Limited ,Technology
MINDTREE.NS,Mindtree Limited,Technology
MPHASIS.NS,Mphasis Limited,Technology
MRO-TEK.NS,MRO-TEK Realty Limited,Technology
NELCO.NS,Nelco Limited,Technology
NEWGEN.NS,Newgen Software Technologies Limited,Technology
NUCLEUS.NS,Nucleus Software Exports Limited,Technology
OFSS.NS,Oracle Financial Services Software Limited,Technology
ONWARDTEC.NS,Onward Technologies Limited,Technology
OPTIEMUS.NS,Optiemus Infracom Limited,Technology
PALREDTEC.NS,Palred Technologies Limited,Technology
PANACHE.NS,Panache Digilife Limited,Technology
PARACABLES.NS,Paramount Communications Limited,Technology
PERSISTENT.NS,Persistent Systems Limited,Technology
PGEL.NS,PG Electroplast Limited,Technology
POWERINDIA.NS,ABB Power Products and Systems India Limited,Technology
QUICKHEAL.NS,Quick Heal Technologies Limited ,Technology
RAMCOSYS.NS,Ramco Systems Limited,Technology
REDINGTON.NS,Redington,Technology
ROLTA.NS,Rolta India Limited,Technology
RSSOFTWARE.NS,R S Software (India) Limited,Technology
RSYSTEMS.NS,R Systems International Limited,Technology
SAKSOFT.NS,"Saksoft Limited, an information technology company, ",Technology
SASKEN.NS,Sasken Technologies Limited,Technology
SHYAMTEL.NS,Shyam Telecom Limited,Technology
SMARTLINK.NS,Smartlink Holdings Limited,Technology
SONATSOFTW.NS,Sonata Software Limited,Technology
STLTECH.NS,Sterlite Technologies Limited,Technology
SUBEXLTD.NS,Subex Limited,Technology
SURANASOL.NS,Surana Solar Limited,Technology
SWELECTES.NS,Swelect Energy Systems Limited,Technology
SWSOLAR.NS,Wilson Solar Limited,Technology
TANLA.NS,Tanla Platforms Limited,Technology
TATAELXSI.NS,Tata Elxsi Limited,Technology
TCS.NS,Tata Consultancy Services Limited,Technology
TECHM.NS,Tech Mahindra Limited,Technology
TEJASNET.NS,Tejas Networks Limited,Technology
TERASOFT.NS,Tera Software Limited,Technology
TNTELE.NS,Tamilnadu Telecommunications Limited,Technology
TREJHARA.NS,Trejhara Solutions Limited,Technology
TRIGYN.NS,Trigyn Technologies Limited,Technology
TVSELECT.NS,TVS Electronics Limited,Technology
UJAAS.NS,Ujaas Energy Limited,Technology
URJA.NS,Urja Global Limited,Technology
VAKRANGEE.NS,Vakrangee Limited,Technology
WEBELSOLAR.NS,Websol Energy System Limited,Technology
WHIRLPOOL.NS,Whirlpool of India Limited,Technology
WIPRO.NS,Wipro Limited,Technology
XCHANGING.NS,Xchanging Solutions Limited,Technology
ZENSARTECH.NS,Zensar Technologies Limited,Technology
3MINDIA.NS,M India Limited,Industrials
A2ZINFRA.NS,A2Z Infra Engineering Limited,Industrials
